address,price,beds,baths,sqft
"PH1411-629 King St W Street, Toronto, ON",699000,1 bed,2 bath,700-799 sqft
"58 Columbine Avenue, Toronto, ON",2149000,4+1 bed,4 bath,1500-2000 sqft
"411-3091 Dufferin Street, Toronto, ON",478888,1 bed,1 bath,500-599 sqft
"375 Huntsmill Boulevard, Toronto, ON",1359888,3 bed,3 bath,2000-2500 sqft
"129-1 Benvenuto Place, Toronto, ON",1095000,1+1 bed,1 bath,900-999 sqft
"717-275 Village Green Square, Toronto, ON",425000,1 bed,1 bath,0-499 sqft
"807-9 Burnhamthorpe Crescent, Toronto, ON",2150000,2+1 bed,2 bath,1600-1799 sqft
"130 Gennela Square, Toronto, ON",1088800,3+2 bed,4 bath,1500-2000 sqft
"377 Armadale Avenue, Toronto, ON",1675000,4+1 bed,2 bath,1100-1500 sqft
"204 Ashdale Avenue, Toronto, ON",1399900,3 bed,2 bath,1500-2000 sqft
"#G14-288 Mill Road, Toronto, ON",735000,3 bed,3 bath,1400-1599 sqft
"88 Harbour Street, Toronto, ON",86000,– bed,– bath,
"101-1 Clairtrell Road, Toronto, ON",499000,1 bed,1 bath,600-699 sqft
"213-8 Gladstone Avenue, Toronto, ON",859000,1+1 bed,2 bath,800-899 sqft
"418-120 Harrison Garden Boulevard, Toronto, ON",599000,1+1 bed,1 bath,600-699 sqft
"2608-10 Yonge Street, Toronto, ON",689900,1+1 bed,1 bath,700-799 sqft
"604-10 Markbrook Lane, Toronto, ON",523900,2+1 bed,2 bath,1000-1199 sqft
"106-1733 Queen Street E, Toronto, ON",899000,2+1 bed,2 bath,900-999 sqft
"161-1044A Islington Avenue, Toronto, ON",1129900,3 bed,3 bath,1800-1999 sqft
"50-2315 Sheppard Avenue W, Toronto, ON",699000,2 bed,2 bath,1000-1199 sqft
"416-105 The Queens Way W, Toronto, ON",549900,1+1 bed,1 bath,700-799 sqft
"21 Cowan Avenue, Toronto, ON",1659000,4 bed,3 bath,1500-2000 sqft
"244 Rosethorn Avenue, Toronto, ON",830000,2+2 bed,2 bath,700-1100 sqft
"314-70 Roehampton Avenue, Toronto, ON",1200000,2 bed,3 bath,1200-1399 sqft
"385 Centennial Road, Toronto, ON",,— bed,— bath,— sqft
"1807-66 Forest Manor Road, Toronto, ON",669000,1+1 bed,2 bath,700-799 sqft
"2402-61 Town Centre Court, Toronto, ON",649900,3 bed,2 bath,1200-1399 sqft
"PH203-460 Adelaide Street E, Toronto, ON",928000,2 bed,2 bath,800-899 sqft
"43 Ernest Avenue, Toronto, ON",1398000,3+1 bed,3 bath,1500-2000 sqft
"8 Chandler Drive, Toronto, ON",999000,3+3 bed,3 bath,1100-1500 sqft
"1303-20 Edward Street, Toronto, ON",1345000,3 bed,2 bath,1000-1199 sqft
"525-1830 Bloor Street W, Toronto, ON",1098000,2 bed,2 bath,1000-1199 sqft
"332-6 Drummond Street, Toronto, ON",865000,2 bed,2 bath,1200-1399 sqft
"47 Potsdam Road, Toronto, ON",1199900,3 bed,3 bath,1500-2000 sqft
"61 Hallam Street, Toronto, ON",1050000,4 bed,3 bath,2000-2500 sqft
"2098 Dufferin Street, Toronto, ON",1148800,3 bed,2 bath,< 700 sqft
"50 Watson Avenue, Toronto, ON",1499000,3 bed,3 bath,1100-1500 sqft
"1218-87 Peter Street, Toronto, ON",548000,1+1 bed,1 bath,600-699 sqft
"SPH11-117 Mcmahon Drive, Toronto, ON",649000,1+1 bed,1 bath,600-699 sqft
"31 Norbert Crescent, Toronto, ON",1690900,4 bed,3 bath,2500-3000 sqft
"165 Lake Shore Drive, Toronto, ON",,— bed,— bath,— sqft
"61 Gwynne Avenue, Toronto, ON",1699000,3 bed,2 bath,1500-2000 sqft
"701-15 James Finlay Way, Toronto, ON",549000,1+1 bed,2 bath,700-799 sqft
"1501-77 Charles Street, Toronto, ON",2599000,2 bed,2 bath,1400-1599 sqft
"81 Anthony Road, Toronto, ON",1199000,2+1 bed,2 bath,2000-2500 sqft
"2116-370 Dixon Road, Toronto, ON",419000,2 bed,1 bath,1000-1199 sqft
"259 Silverthorn Avenue, Toronto, ON",879000,3 bed,2 bath,700-1100 sqft
"619-33 Frederick Todd Way, Toronto, ON",624900,1+1 bed,2 bath,700-799 sqft
"40 Hoyle Avenue, Toronto, ON",4350000,4+1 bed,5 bath,2500-3000 sqft
"121 Cultra Square, Toronto, ON",1049999,3+2 bed,2 bath,700-1100 sqft
"64 Saybrook Avenue, Toronto, ON",1499900,3 bed,2 bath,1100-1500 sqft
"37 Rollscourt Drive, Toronto, ON",4888000,5+1 bed,8 bath,5000 + sqft
"3 Edgewood Gardens, Toronto, ON",1799000,3+1 bed,3 bath,2000-2500 sqft
"47 Lindner Street, Toronto, ON",849000,3+1 bed,2 bath,1100-1500 sqft
"8 Cromer Place, Toronto, ON",1099999,3+1 bed,2 bath,1100-1500 sqft
"111 Blackthorn Avenue, Toronto, ON",999000,3 bed,2 bath,1100-1500 sqft
"306-32 Davenport Road, Toronto, ON",565000,1 bed,1 bath,0-499 sqft
"2213-5 Northtown Way, Toronto, ON",958888,2 bed,2 bath,1000-1199 sqft
"1004-30 Old Mill Road, Toronto, ON",2998000,2 bed,2 bath,1800-1999 sqft
"913-169 Fort York Boulevard, Toronto, ON",429000,1 bed,1 bath,0-499 sqft
"405-495 Logan Avenue, Toronto, ON",899000,2 bed,2 bath,900-999 sqft
"226-415 Jarvis Street, Toronto, ON",639900,2 bed,1 bath,600-699 sqft
"204-56 Forest Manor Road, Toronto, ON",595000,1+1 bed,2 bath,600-699 sqft
"475 Winona Drive, Toronto, ON",1395000,5 bed,3 bath,2000-2500 sqft
"200 Belgravia Avenue, Toronto, ON",1295000,3+1 bed,2 bath,1100-1500 sqft
"261 Glebemount Avenue, Toronto, ON",1149900,3+1 bed,3 bath,700-1100 sqft
"115 Northcrest Road, Toronto, ON",899000,4 bed,3 bath,1500-2000 sqft
"502-60 Haslett Avenue Road, Toronto, ON",1099000,2 bed,2 bath,1000-1199 sqft
"312-3311 Kingston Road, Toronto, ON",378000,1 bed,1 bath,600-699 sqft
"155 Major Street, Toronto, ON",1659800,4 bed,2 bath,1100-1500 sqft
"517-199 Richmond Street, Toronto, ON",699900,1+1 bed,2 bath,700-799 sqft
"205-3555 Bathurst Street, Toronto, ON",,— bed,— bath,— sqft
"199 Sweeney Drive, Toronto, ON",1099000,3 bed,3 bath,1100-1500 sqft
"27 Granada Crescent, Toronto, ON",899000,3 bed,2 bath,1100-1500 sqft
"4 Strathcona Avenue, Toronto, ON",1199000,3+1 bed,2 bath,1100-1500 sqft
"188 Duplex Avenue, Toronto, ON",4368888,4+1 bed,6 bath,3000-3500 sqft
"26 Guestville Avenue, Toronto, ON",1099900,3+1 bed,2 bath,1100-1500 sqft
"229-11 Foundry Avenue, Toronto, ON",995000,2+1 bed,2 bath,1000-1199 sqft
"236-30 Shore Breeze Drive, Toronto, ON",669000,2 bed,1 bath,700-799 sqft
"1701-18 Kenaston Gardens, Toronto, ON",575000,1 bed,1 bath,500-599 sqft
"4905-395 Bloor Street E, Toronto, ON",569000,2 bed,1 bath,600-699 sqft
"1007-330 Dixon Road, Toronto, ON",399000,3 bed,2 bath,1000-1199 sqft
"2101-85 East Liberty Street, Toronto, ON",859000,2+1 bed,2 bath,900-999 sqft
"2107-360 Ridelle Avenue, Toronto, ON",599000,3 bed,2 bath,1000-1199 sqft
"4405-832 Bay Street, Toronto, ON",1048488,2+1 bed,2 bath,1000-1199 sqft
"60 Bards Walkway N/a, Toronto, ON",838900,3 bed,3 bath,1800-1999 sqft
"132 Laurel Avenue, Toronto, ON",897990,3+2 bed,3 bath,700-1100 sqft
"206 Berkeley Street, Toronto, ON",899000,2 bed,2 bath,1100-1500 sqft
"5 Ice Cream Lane, Toronto, ON",799900,3 bed,3 bath,1100-1500 sqft
"3 Jodphur Avenue, Toronto, ON",998800,3+3 bed,3 bath,700-1100 sqft
"69 Forman Avenue, Toronto, ON",1299000,3 bed,2 bath,700-1100 sqft
"32-500 Wilson Avenue, Toronto, ON",815000,– bed,– bath,
"31-500 Wilson Avenue, Toronto, ON",710000,– bed,– bath,
"109-600 Eglinton Avenue E, Toronto, ON",774900,2 bed,2 bath,1200-1399 sqft
"402-1331 Bay Street, Toronto, ON",1369000,2 bed,2 bath,1400-1599 sqft
"1504-251 Manitoba Street, Toronto, ON",710000,2 bed,2 bath,700-799 sqft
"2616-8 Park Road, Toronto, ON",498000,1 bed,1 bath,500-599 sqft
"710-190 Manitoba Street, Toronto, ON",649900,2 bed,2 bath,900-999 sqft
"2504-15 Holmes Avenue, Toronto, ON",978000,3 bed,2 bath,900-999 sqft
"305-2087 Lake Shore Boulevard W, Toronto, ON",749000,2 bed,2 bath,900-999 sqft
"1103-21 Widmer Street, Toronto, ON",479900,– bed,1 bath,0-499 sqft
"A-144 Winston Park Boulevard, Toronto, ON",1550000,4 bed,4 bath,1500-2000 sqft
"27 Northampton Drive, Toronto, ON",999900,3+1 bed,2 bath,1100-1500 sqft
"13 Balmoral Avenue, Toronto, ON",3488000,3 bed,4 bath,2500-3000 sqft
"107-3560 St Clair Avenue E, Toronto, ON",588000,2 bed,2 bath,700-799 sqft
"712-199 Richmond Street W, Toronto, ON",729900,1+1 bed,1 bath,600-699 sqft
"1108-8 Charlotte Street, Toronto, ON",579999,1 bed,1 bath,0-499 sqft
"601-900 Yonge Street, Toronto, ON",999000,2 bed,2 bath,1400-1599 sqft
"707-5 Northtown Way, Toronto, ON",528000,1 bed,1 bath,600-699 sqft
"3204-110 Charles Street E, Toronto, ON",695000,1+1 bed,1 bath,700-799 sqft
"435 Cummer Avenue, Toronto, ON",1398000,3+2 bed,3 bath,1100-1500 sqft
"36 Mantello Drive, Toronto, ON",799000,2+1 bed,2 bath,1100-1500 sqft
"2403-60 Heintzman Street, Toronto, ON",695000,2+1 bed,1 bath,700-799 sqft
"102-110 Canon Jackson Drive, Toronto, ON",999000,3 bed,4 bath,1600-1799 sqft
"901-50 Forest Manor Road, Toronto, ON",619000,1+1 bed,2 bath,600-699 sqft
"128 Harewood Avenue, Toronto, ON",1349000,3+1 bed,2 bath,1100-1500 sqft
"1810-381 Front Street W, Toronto, ON",1199000,2+1 bed,2 bath,1000-1199 sqft
"67 Langley Avenue, Toronto, ON",1349000,3+1 bed,2 bath,1500-2000 sqft
"604-50 Lynn Williams Street, Toronto, ON",789999,2 bed,2 bath,700-799 sqft
"24 Dunmurray Boulevard, Toronto, ON",1298800,4 bed,3 bath,2000-2500 sqft
"3602-17 Bathurst Street, Toronto, ON",899900,3 bed,2 bath,900-999 sqft
"508-35 Fontenay Court, Toronto, ON",609000,1 bed,2 bath,700-799 sqft
"PH02-10 Meadowglen Place, Toronto, ON",569000,2 bed,2 bath,600-699 sqft
"256 Haddington Avenue, Toronto, ON",2888000,4+1 bed,6 bath,3000-3500 sqft
"90 Birchmount Road, Toronto, ON",999000,2+2 bed,2 bath,700-1100 sqft
"317 Richview Avenue, Toronto, ON",4279000,4+1 bed,5 bath,2500-3000 sqft
"241 Forest Hill Road, Toronto, ON",4100000,4+2 bed,4 bath,2000-2500 sqft
"5 Grandview Avenue, Toronto, ON",1699900,3+1 bed,3 bath,1500-2000 sqft
"157 Pleasant View Drive, Toronto, ON",1598000,4+2 bed,4 bath,2000-2500 sqft
"90 Meighen Avenue, Toronto, ON",799000,2+1 bed,2 bath,700-1100 sqft
"341 Clinton Street, Toronto, ON",1459000,3 bed,3 bath,1100-1500 sqft
"84 Ecclesfield Drive, Toronto, ON",1000000,3 bed,4 bath,1500-2000 sqft
"3410-80 John Street, Toronto, ON",799000,1+1 bed,1 bath,600-699 sqft
"9-8 Corinth Gardens, Toronto, ON",499000,2 bed,1 bath,700-799 sqft
"8 Doncaster Avenue, Toronto, ON",899000,3 bed,1 bath,1100-1500 sqft
"320-62 Niagara Street, Toronto, ON",1249000,1+1 bed,2 bath,1000-1199 sqft
"401-650 Sheppard Avenue E, Toronto, ON",549000,1 bed,1 bath,500-599 sqft
"50 Cuffley Crescent N, Toronto, ON",2399900,8+3 bed,7 bath,3500-5000 sqft
"TH 52-220 Brandon Avenue, Toronto, ON",1249900,3+1 bed,3 bath,1500-2000 sqft
"43 Bethnal Avenue, Toronto, ON",999000,2 bed,2 bath,1100-1500 sqft
"54 Newlands Avenue, Toronto, ON",949900,3+2 bed,2 bath,700-1100 sqft
"209-601 Kingston Road, Toronto, ON",459900,1 bed,1 bath,500-599 sqft
"3604-50 Wellesley Street E, Toronto, ON",,— bed,— bath,— sqft
"510-295 Adelaide Street W, Toronto, ON",688000,2 bed,2 bath,700-799 sqft
"2205-2A Church Street, Toronto, ON",949000,2 bed,2 bath,900-999 sqft
"71 Bertha Avenue, Toronto, ON",1079000,3+2 bed,2 bath,700-1100 sqft
"17 Frost Street, Toronto, ON",1178000,3+2 bed,3 bath,1100-1500 sqft
"D-27 Glen Agar Drive, Toronto, ON",2349888,3 bed,4 bath,3000-3500 sqft
"82 Pinewood Avenue, Toronto, ON",2880000,4 bed,4 bath,1500-2000 sqft
"188 Fairlawn Avenue, Toronto, ON",1699000,3+1 bed,3 bath,1100-1500 sqft
"13 Joseph Salsberg Lane, Toronto, ON",1249000,3 bed,2 bath,1500-2000 sqft
"89 Charleswood Drive, Toronto, ON",1295000,2 bed,3 bath,700-1100 sqft
"216-8 Dovercourt Road, Toronto, ON",655000,1 bed,1 bath,600-699 sqft
"3002-33 Mill Street, Toronto, ON",2950000,3+1 bed,3 bath,2500-2749 sqft
"108 Flaming Rose Way, Toronto, ON",599000,3 bed,3 bath,1400-1599 sqft
"1105-90 Ling Road, Toronto, ON",435000,2 bed,1 bath,900-999 sqft
"1412-155 Yorkville Avenue, Toronto, ON",519800,1 bed,1 bath,0-499 sqft
"117 Parkview Hill Crescent, Toronto, ON",2599999,4+3 bed,6 bath,2500-3000 sqft
"743 Glencairn Avenue, Toronto, ON",3259900,4+2 bed,6 bath,2500-3000 sqft
"714-25 Neighbourhood Lane, Toronto, ON",944990,2+1 bed,2 bath,1000-1199 sqft
"1204-10 Wilby Crescent, Toronto, ON",528000,1+1 bed,1 bath,500-599 sqft
"249 Clinton Street, Toronto, ON",1799000,3 bed,2 bath,1500-2000 sqft
"23 Morland Road, Toronto, ON",999000,4+1 bed,3 bath,1100-1500 sqft
"89 Portage Avenue, Toronto, ON",1498000,4 bed,4 bath,2500-3000 sqft
"1715-1001 Bay Street, Toronto, ON",899900,2+1 bed,2 bath,1000-1199 sqft
"2908-85 Wood Street, Toronto, ON",568000,1+1 bed,1 bath,500-599 sqft
"420-801 King Street W, Toronto, ON",569000,1+1 bed,1 bath,600-699 sqft
"#12 B-801 King Street W, Toronto, ON",710000,1 bed,1 bath,500-599 sqft
"1081 Islington Avenue, Toronto, ON",1549999,3 bed,1 bath,1100-1500 sqft
"23 Edwin Avenue, Toronto, ON",1150000,4+1 bed,3 bath,1100-1500 sqft
"356 Dupont Street, Toronto, ON",1598000,4+2 bed,3 bath,1500-2000 sqft
"15 Vassar Drive, Toronto, ON",1149900,3 bed,2 bath,1100-1500 sqft
"803-4208 Dundas Street W, Toronto, ON",789000,2 bed,2 bath,800-899 sqft
"511-25 Laidlaw Street, Toronto, ON",1249000,3 bed,2 bath,1600-1799 sqft
"11-2063 Weston Road W, Toronto, ON",685000,3 bed,3 bath,1200-1399 sqft
"1005-4101 Sheppard Avenue E, Toronto, ON",595000,3 bed,2 bath,1000-1199 sqft
"419-1029 King St Street W, Toronto, ON",724900,1+1 bed,2 bath,800-899 sqft
"301-18 Rean Drive, Toronto, ON",518500,1 bed,1 bath,500-599 sqft
"1606-68 Abell Street, Toronto, ON",665000,2 bed,2 bath,600-699 sqft
"1001-88 Corporate Drive, Toronto, ON",459000,1 bed,1 bath,700-799 sqft
"1606-50 Wellesley Street E, Toronto, ON",750000,2 bed,2 bath,700-799 sqft
"825-108 Peter Street, Toronto, ON",749000,2+1 bed,2 bath,700-799 sqft
"N419-120 Bayview Avenue, Toronto, ON",1029900,2+1 bed,2 bath,1000-1199 sqft
"609-33 Helendale Avenue, Toronto, ON",499000,1 bed,1 bath,500-599 sqft
"1503-4978 Yonge Street, Toronto, ON",749000,2+1 bed,2 bath,900-999 sqft
"22 Stephen Drive, Toronto, ON",749000,2 bed,1 bath,< 700 sqft
"385 Centennial Road, Toronto, ON",,— bed,— bath,— sqft
"67 Princemere Crescent, Toronto, ON",888000,2+1 bed,2 bath,700-1100 sqft
"19 Graystone Gardens, Toronto, ON",3950000,4+2 bed,5 bath,3000-3500 sqft
"1610-159 Wellesley Street E, Toronto, ON",380000,1 bed,1 bath,0-499 sqft
"2107-5 Soudan Avenue, Toronto, ON",669000,2 bed,2 bath,600-699 sqft
"2808-45 Charles Street E, Toronto, ON",468000,1 bed,1 bath,500-599 sqft
"409-150 Logan Avenue, Toronto, ON",1795000,2+1 bed,2 bath,1400-1599 sqft
"18-1646 Bathurst Street, Toronto, ON",449000,1 bed,1 bath,600-699 sqft
"53 Sanwood Boulevard, Toronto, ON",1549000,4 bed,3 bath,2000-2500 sqft
"13 Villa Road, Toronto, ON",1380000,2+2 bed,2 bath,700-1100 sqft
"303-225 Bamburgh Circle, Toronto, ON",729900,2+1 bed,2 bath,1600-1799 sqft
"1710-714 The West Mall N/a, Toronto, ON",610000,2 bed,2 bath,1000-1199 sqft
"448 Montrose Avenue, Toronto, ON",2998800,4+1 bed,5 bath,2000-2500 sqft
"1338 Victoria Park Avenue, Toronto, ON",799000,2+1 bed,2 bath,700-1100 sqft
"125-2351 Kennedy Road, Toronto, ON",,— bed,— bath,— sqft
"7-10 Buller Avenue, Toronto, ON",1280000,3 bed,2 bath,1400-1599 sqft
"203-2285 Lake Shore Boulevard W, Toronto, ON",548800,1 bed,1 bath,800-899 sqft
"302-233 Carlaw Avenue, Toronto, ON",779000,1+1 bed,1 bath,700-799 sqft
"225 Catalina Drive, Toronto, ON",1649900,3+1 bed,4 bath,1500-2000 sqft
"8-32 Sentinel Road, Toronto, ON",729000,2+1 bed,2 bath,800-899 sqft
"2009-17 Barberry Place, Toronto, ON",608888,1+1 bed,2 bath,700-799 sqft
"2508-105 The Queensway Avenue, Toronto, ON",485000,1 bed,1 bath,0-499 sqft
"30 Habitant Drive, Toronto, ON",889000,4+3 bed,3 bath,1500-2000 sqft
"PARKING-11 Wellesley Street W, Toronto, ON",68000,– bed,– bath,0-499 sqft
"720-955 Bay Street, Toronto, ON",499000,1+1 bed,1 bath,600-699 sqft
"411-160 Kingsway Crescent, Toronto, ON",699900,1+1 bed,1 bath,600-699 sqft
"809-190 Borough Drive, Toronto, ON",399000,1+1 bed,1 bath,600-699 sqft
"34 Hyacinth Crescent, Toronto, ON",,— bed,— bath,— sqft
"741-99 Broadway Avenue, Toronto, ON",900000,3 bed,2 bath,900-999 sqft
"612-160 Kingsway Crescent, Toronto, ON",749900,1+1 bed,1 bath,600-699 sqft
"808-160 Kingsway Crescent, Toronto, ON",1450900,1+1 bed,1 bath,900-999 sqft
"310-160 Kingsway Crescent, Toronto, ON",954800,2 bed,2 bath,700-799 sqft
"312-160 Kingsway Crescent, Toronto, ON",1069900,2 bed,2 bath,1000-1199 sqft
"101-160 Kingsway Crescent, Toronto, ON",1199900,2 bed,2 bath,900-999 sqft
"206-10 Meadowglen Place, Toronto, ON",699999,3 bed,2 bath,900-999 sqft
"106-10 Meadowglen Place, Toronto, ON",719900,3 bed,2 bath,900-999 sqft
"3207-159 Wellesley Street E, Toronto, ON",759000,3 bed,2 bath,800-899 sqft
"LPH5-10 Meadowglen Place, Toronto, ON",680900,2+1 bed,2 bath,700-799 sqft
"103-10 Meadowglen Place, Toronto, ON",799000,3 bed,2 bath,1000-1199 sqft
"1405-390 Cherry Street, Toronto, ON",799888,2 bed,2 bath,800-899 sqft
"601-10 Meadowglen Place, Toronto, ON",829000,3+1 bed,2 bath,1000-1199 sqft
"208-10 Meadowglen Place, Toronto, ON",729900,3 bed,2 bath,900-999 sqft
"22 Wayne Avenue, Toronto, ON",995000,3+2 bed,2 bath,700-1100 sqft
"TH509-95 Mcmahon Drive, Toronto, ON",888000,3 bed,2 bath,1000-1199 sqft
"210 Westview Boulevard, Toronto, ON",949000,2+1 bed,2 bath,700-1100 sqft
"508-5101 Dundas Street W, Toronto, ON",625000,2 bed,2 bath,800-899 sqft
"34 Davean Drive, Toronto, ON",2190000,4+1 bed,4 bath,< 700 sqft
"47-39 Lexington Avenue, Toronto, ON",789900,3+1 bed,3 bath,0-499 sqft
"606-130 River Street, Toronto, ON",349000,– bed,2 bath,0-499 sqft
"712-330 Mccowan Road, Toronto, ON",685000,3+1 bed,2 bath,1200-1399 sqft
"2603-715 Don Mills Road, Toronto, ON",499900,2 bed,1 bath,800-899 sqft
"251 Jarvis Street, Toronto, ON",450000,1 bed,1 bath,
"17 Mourning Dove Crescent, Toronto, ON",899900,3+1 bed,3 bath,1100-1500 sqft
"102-20 Sunrise Avenue, Toronto, ON",595000,2 bed,1 bath,800-899 sqft
"1908-238 Simcoe Street, Toronto, ON",999000,2+1 bed,2 bath,800-899 sqft
"34 Shippigan Crescent, Toronto, ON",1498000,5 bed,3 bath,1500-2000 sqft
"719-98 Lillian Street, Toronto, ON",779900,2 bed,2 bath,800-899 sqft
"806-75 St Nicholas Street, Toronto, ON",498000,1 bed,1 bath,500-599 sqft
"65 Tiverton Avenue, Toronto, ON",1649000,3 bed,2 bath,2000-2500 sqft
"802-10 Markbrook Lane, Toronto, ON",589000,2+1 bed,2 bath,1000-1199 sqft
"5 Elmhurst Drive, Toronto, ON",999999,4+3 bed,6 bath,3000-3500 sqft
"1605-35 Merton Street, Toronto, ON",745000,2 bed,2 bath,900-999 sqft
"31 Northwood Drive, Toronto, ON",1599000,3+2 bed,2 bath,1100-1500 sqft
"PH 301-101 Subway Crescent, Toronto, ON",1299000,2+1 bed,3 bath,2250-2499 sqft
"2057-3041 Finch Avenue W, Toronto, ON",389000,1 bed,1 bath,500-599 sqft
"17-13 Eaton Park Lane, Toronto, ON",650000,2+1 bed,2 bath,1000-1199 sqft
"533-39 Queens Quay E, Toronto, ON",850000,1+1 bed,1 bath,600-699 sqft
"918-23 Glebe Road W, Toronto, ON",599000,1 bed,1 bath,500-599 sqft
"1820-2020 Bathurst Street, Toronto, ON",420000,– bed,1 bath,0-499 sqft
"701-23 Rean Drive, Toronto, ON",609000,1+1 bed,2 bath,700-799 sqft
"1915-82 Dalhousie Street, Toronto, ON",740000,2 bed,2 bath,700-799 sqft
"2312-101 Peter Street, Toronto, ON",639500,1+1 bed,1 bath,600-699 sqft
"1810-2020 Bathurst Street, Toronto, ON",469000,1 bed,1 bath,0-499 sqft
"405-335 Driftwood Avenue, Toronto, ON",369777,2 bed,1 bath,800-899 sqft
"1812-60 Byng Avenue, Toronto, ON",514900,1 bed,1 bath,500-599 sqft
"114 Sexton Crescent, Toronto, ON",1299000,3+2 bed,2 bath,2000-2500 sqft
"337 Kingsdale Avenue, Toronto, ON",3888000,4+2 bed,7 bath,3500-5000 sqft
"105-107 Pembroke Street, Toronto, ON",2500000,– bed,10 bath,100+ Years Old
"1909-300 Front St. Street W, Toronto, ON",685000,1 bed,1 bath,600-699 sqft
"1508-50 Thomas Riley Road, Toronto, ON",489900,1+1 bed,1 bath,600-699 sqft
"2208-117 Broadway Avenue, Toronto, ON",619000,1+1 bed,1 bath,500-599 sqft
"202-1900 Lakeshore Boulevard W, Toronto, ON",499000,1 bed,1 bath,500-599 sqft
"3723-585 Bloor Street, Toronto, ON",929900,2 bed,2 bath,900-999 sqft
"B308-50 Morecambe Gate, Toronto, ON",856000,2+1 bed,3 bath,1200-1399 sqft
"301-2055 Danforth Avenue, Toronto, ON",659000,2 bed,2 bath,800-899 sqft
"105 - 107 Pembroke Street, Toronto, ON",2500000,10+2 bed,10 bath,3500-5000 sqft
"64 Highcourt Crescent, Toronto, ON",958000,4 bed,2 bath,1500-2000 sqft
"62 Elder Avenue, Toronto, ON",749900,2 bed,1 bath,< 700 sqft
"1609-70 Queens Wharf Road, Toronto, ON",799000,2 bed,2 bath,800-899 sqft
"604-127 Queen Street E, Toronto, ON",459000,1 bed,1 bath,500-599 sqft
"85 Mcrae Drive, Toronto, ON",1925000,4 bed,4 bath,2000-2500 sqft
"24 Neilson Avenue, Toronto, ON",1249000,4 bed,2 bath,1500-2000 sqft
"1608-5740 Yonge Street, Toronto, ON",399000,1 bed,1 bath,500-599 sqft
"201-90 Trinity Street, Toronto, ON",670000,1+1 bed,1 bath,700-799 sqft
"1001-215 Wynford Drive, Toronto, ON",849000,2+1 bed,3 bath,1600-1799 sqft
"548 Glebeholme Boulevard, Toronto, ON",1360000,3 bed,4 bath,1100-1500 sqft
"30 Somerset Avenue, Toronto, ON",1047000,3+1 bed,2 bath,1100-1500 sqft
"214 Glenholme Avenue, Toronto, ON",1499000,4 bed,2 bath,1100-1500 sqft
"289 Heath Street E, Toronto, ON",3498000,3+1 bed,3 bath,2000-2500 sqft
"29 Walford Road, Toronto, ON",3850000,4 bed,6 bath,2500-3000 sqft
"39 Eighth Street, Toronto, ON",1489000,3 bed,3 bath,1500-2000 sqft
"803-20 Stewart Street, Toronto, ON",1049888,2+1 bed,2 bath,1200-1399 sqft
"908-1030 King Street W, Toronto, ON",405000,– bed,1 bath,0-499 sqft
"P2-14-435 Richmond Street W, Toronto, ON",70000,– bed,– bath,
"29-2451 Bridletowne Circle, Toronto, ON",649900,3 bed,2 bath,1000-1199 sqft
"92 Brookdale Avenue, Toronto, ON",1588000,3 bed,2 bath,1500-2000 sqft
"41 Twenty Ninth Street, Toronto, ON",1249000,3 bed,3 bath,1500-2000 sqft
"3-157 Isaac Devins Boulevard, Toronto, ON",489000,1 bed,1 bath,600-699 sqft
"841-15 Merchants' Wharf N/a, Toronto, ON",799000,2 bed,2 bath,700-799 sqft
"2110-99 Foxbar Road, Toronto, ON",1798000,2 bed,2 bath,1200-1399 sqft
"651-25 Adra Grado Way, Toronto, ON",699000,2 bed,2 bath,700-799 sqft
"5 Storey Crescent, Toronto, ON",2998000,4+2 bed,5 bath,2500-3000 sqft
"731-3091 Dufferin Street, Toronto, ON",519900,1+1 bed,1 bath,600-699 sqft
"22 Miramar Crescent, Toronto, ON",898000,3+2 bed,3 bath,1100-1500 sqft
"610-31 Bales Avenue, Toronto, ON",684900,2 bed,1 bath,700-799 sqft
